event_name,stage,gender,venue,participant_code,participant_name,participant_country_code,position,result,result_type
Men's Triple Jump,Qualification - Group A,M,Stade de France,1906713,TORREALBA Leodan,VEN,14,16.18,DISTANCE
Men's Triple Jump,Qualification - Group A,M,Stade de France,1926697,OLIVIER Ethan,NZL,15,16.16,DISTANCE
Men's Triple Jump,Qualification - Group A,M,Stade de France,1920835,FANG Yaoqing,CHN,16,15.85,DISTANCE
Men's Triple Jump,Qualification - Group B,M,Stade de France,1938792,PICHARDO Pedro,POR,1,17.44,DISTANCE
Men's Triple Jump,Qualification - Group B,M,Stade de France,1965303,MANE Salif,USA,2,17.16,DISTANCE
Men's Triple Jump,Qualification - Group B,M,Stade de France,1912813,HIBBERT Jaydon,JAM,3,16.99,DISTANCE
Men's Triple Jump,Qualification - Group B,M,Stade de France,1920128,HESS Max,GER,4,16.98,DISTANCE
Men's Triple Jump,Qualification - Group B,M,Stade de France,1920833,ZHU Yaming,CHN,5,16.91,DISTANCE
Men's Triple Jump,Qualification - Group B,M,Stade de France,1939753,MURPHY Connor,AUS,6,16.8,DISTANCE
Men's Triple Jump,Qualification - Group B,M,Stade de France,1562997,MARTINEZ Lazaro,CUB,7,16.79,DISTANCE
Men's Triple Jump,Qualification - Group B,M,Stade de France,1910756,GOGOIS Thomas,FRA,8,16.77,DISTANCE
Men's Triple Jump,Qualification - Group B,M,Stade de France,1920836,SU Wen,CHN,9,16.7,DISTANCE
Men's Triple Jump,Qualification - Group B,M,Stade de France,1954910,NAPOLES Cristian,CUB,10,16.67,DISTANCE
Men's Triple Jump,Qualification - Group B,M,Stade de France,1552374,DALLAVALLE Andrea,ITA,11,16.65,DISTANCE
Men's Triple Jump,Qualification - Group B,M,Stade de France,1552380,IHEMEJE Emmanuel,ITA,12,16.5,DISTANCE
Men's Triple Jump,Qualification - Group B,M,Stade de France,1544350,NARANGOLINTEVIDA Abdulla,IND,13,16.49,DISTANCE
Men's Triple Jump,Qualification - Group B,M,Stade de France,1965302,ROBINSON Russell,USA,14,16.47,DISTANCE
Men's Triple Jump,Qualification - Group B,M,Stade de France,1965710,MORENO Geiner,COL,15,16.4,DISTANCE
Men's Triple Jump,Qualification - Group B,M,Stade de France,1566243,ER Necati,TUR,16,13.65,DISTANCE
Men's Triple Jump,Final,M,Stade de France,1904099,DIAZ FORTUN Jordan Alejandro,ESP,1,17.86,DISTANCE
Men's Triple Jump,Final,M,Stade de France,1938792,PICHARDO Pedro,POR,2,17.84,DISTANCE
Men's Triple Jump,Final,M,Stade de France,1552375,DIAZ HERNANDEZ Andy,ITA,3,17.64,DISTANCE
Men's Triple Jump,Final,M,Stade de France,1912813,HIBBERT Jaydon,JAM,4,17.61,DISTANCE
Men's Triple Jump,Final,M,Stade de France,1571964,ZANGO Hugues Fabrice,BUR,5,17.5,DISTANCE
Men's Triple Jump,Final,M,Stade de France,1965303,MANE Salif,USA,6,17.41,DISTANCE
Men's Triple Jump,Final,M,Stade de France,1920128,HESS Max,GER,7,17.38,DISTANCE
Men's Triple Jump,Final,M,Stade de France,1562997,MARTINEZ Lazaro,CUB,8,17.34,DISTANCE
Men's Triple Jump,Final,M,Stade de France,1963577,TRIKI Yasser Mohammed,ALG,9,17.22,DISTANCE
Men's Triple Jump,Final,M,Stade de France,1920833,ZHU Yaming,CHN,10,16.76,DISTANCE
Men's Triple Jump,Final,M,Stade de France,1951912,dos SANTOS Almir,BRA,11,16.41,DISTANCE
Men's Triple Jump,Final,M,Stade de France,1939753,MURPHY Connor,AUS,12,16.3,DISTANCE
Women's 100m,Preliminary Round - Heat 3,W,Stade de France,1541468,SEMEDO Gorete,STP,1,11.44,TIME
Women's 100m,Preliminary Round - Heat 3,W,Stade de France,1943523,TORREZ Guadalupe,BOL,2,11.6,TIME
Women's 100m,Preliminary Round - Heat 3,W,Stade de France,1926804,BEU Leonie,PNG,3,11.63,TIME
Women's 100m,Preliminary Round - Heat 3,W,Stade de France,1949808,CARMONA Maria,NCA,4,11.88,TIME
Women's 100m,Preliminary Round - Heat 3,W,Stade de France,1922434,ACQUAVIVA Safiatou,GUI,5,11.97,TIME
Women's 100m,Preliminary Round - Heat 3,W,Stade de France,1926575,DAVID Chloe,VAN,6,12.44,TIME
Women's 100m,Preliminary Round - Heat 3,W,Stade de France,1897107,ASHRAF Shahd,QAT,7,12.53,TIME
Women's 100m,Preliminary Round - Heat 3,W,Stade de France,1968945,YOUSSEF Alisar,SYR,8,12.93,TIME
Women's 100m,Preliminary Round - Heat 3,W,Stade de France,1556074,YOUSOFI Kimia,AFG,9,13.42,TIME
Women's 100m,Preliminary Round - Heat 2,W,Stade de France,1777739,TRAN Thi Nhi Yen,VIE,1,11.81,TIME
Women's 100m,Preliminary Round - Heat 2,W,Stade de France,1574031,HAZZARD Halle,GRN,2,11.88,TIME
Women's 100m,Preliminary Round - Heat 2,W,Stade de France,1565550,ZHANG Bo-Ya,TPE,3,11.99,TIME
Women's 100m,Preliminary Round - Heat 2,W,Stade de France,1566534,TUGADE-WATSON Regine,GUM,4,12.02,TIME
Women's 100m,Preliminary Round - Heat 2,W,Stade de France,1932952,KHARCHILAVA Lika,GEO,5,12.37,TIME
Women's 100m,Preliminary Round - Heat 2,W,Stade de France,1878688,RIAZ Faiqa,PAK,6,12.49,TIME
Women's 100m,Preliminary Round - Heat 2,W,Stade de France,1969785,AL ALAWI Mazoon,OMA,7,12.58,TIME
Women's 100m,Preliminary Round - Heat 2,W,Stade de France,1954941,IAKOPO Filomenaleonisa,ASA,8,12.78,TIME
Women's 100m,Preliminary Round - Heat 2,W,Stade de France,3561050,ALFARSI Mariam,UAE,9,13.26,TIME
Women's 100m,Round 1 - Heat 1,W,Stade de France,1960181,RICHARDSON Sha'carri,USA,1,10.94,TIME
Women's 100m,Round 1 - Heat 1,W,Stade de France,1545881,van der WEKEN Patrizia,LUX,2,11.14,TIME
Women's 100m,Round 1 - Heat 1,W,Stade de France,1939734,MASTERS Bree,AUS,3,11.26,TIME
Women's 100m,Round 1 - Heat 1,W,Stade de France,1974192,MADOGO Jacqueline,CAN,4,11.27,TIME
Women's 100m,Round 1 - Heat 1,W,Stade de France,1938773,BAZOLO Lorene Dorcas,POR,5,11.38,TIME
Women's 100m,Round 1 - Heat 1,W,Stade de France,1551918,EVELYN Tristan,BAR,6,11.55,TIME
Women's 100m,Round 1 - Heat 1,W,Stade de France,1777739,TRAN Thi Nhi Yen,VIE,7,11.79,TIME
Women's 100m,Round 1 - Heat 1,W,Stade de France,1535660,SIMWAKA Asimenye,MAW,8,11.91,TIME
Women's 100m,Round 1 - Heat 1,W,Stade de France,1897843,DAVIES Thelma,LBR,9,12.05,TIME
Women's 100m,Round 1 - Heat 2,W,Stade de France,1537325,ALFRED Julien,LCA,1,10.95,TIME
Women's 100m,Round 1 - Heat 2,W,Stade de France,1926709,HOBBS Zoe,NZL,2,11.08,TIME
Women's 100m,Round 1 - Heat 2,W,Stade de France,1552163,DOSSO Zaynab,ITA,3,11.3,TIME
Women's 100m,Round 1 - Heat 2,W,Stade de France,1907957,AHYE Michelle-Lee,TTO,4,11.33,TIME
Women's 100m,Round 1 - Heat 2,W,Stade de France,1556385,GARCIA ABREU Yunisleidy,CUB,5,11.37,TIME
Women's 100m,Round 1 - Heat 2,W,Stade de France,1541468,SEMEDO Gorete,STP,6,11.43,TIME
Women's 100m,Round 1 - Heat 2,W,Stade de France,1561820,FOTOPOULOU Olivia,CYP,7,11.5,TIME
Women's 100m,Round 1 - Heat 2,W,Stade de France,1897836,SMITH-BARNETT Destiny,LBR,8,11.99,TIME
Women's 100m,Round 1 - Heat 2,W,Stade de France,1958586,SESAY Georgiana,SLE,9,12.15,TIME
Women's 100m,Round 1 - Heat 5,W,Stade de France,1573013,SWOBODA Ewa,POL,1,10.99,TIME
Women's 100m,Round 1 - Heat 5,W,Stade de France,1924384,ASHER-SMITH Dina,GBR,2,11.01,TIME
Women's 100m,Round 1 - Heat 5,W,Stade de France,1969607,CHUKWUMA Rosemary,NGR,3,11.26,TIME
Women's 100m,Round 1 - Heat 5,W,Stade de France,1951888,AZEVEDO Ana Carolina,BRA,4,11.32,TIME
Women's 100m,Round 1 - Heat 5,W,Stade de France,1976527,FREY Geraldine,SUI,5,11.34,TIME
Women's 100m,Round 1 - Heat 5,W,Stade de France,1930404,TENORIO Angela Gabriela,ECU,6,11.35,TIME
Women's 100m,Round 1 - Heat 5,W,Stade de France,1536683,FASIHI Farzaneh,IRI,7,11.51,TIME
Women's 100m,Round 1 - Heat 5,W,Stade de France,1926804,BEU Leonie,PNG,8,11.73,TIME
Women's 100m,Round 1 - Heat 5,W,Stade de France,1980033,CHACON Mariandree,GUA,9,12.06,TIME
Women's 100m,Round 1 - Heat 6,W,Stade de France,1965942,TERRY Twanisha,USA,1,11.15,TIME
Women's 100m,Round 1 - Heat 6,W,Stade de France,1543422,FORBES Shashalee,JAM,2,11.19,TIME
Women's 100m,Round 1 - Heat 6,W,Stade de France,1908830,BERTRAND Leah,TTO,3,11.27,TIME
Women's 100m,Round 1 - Heat 6,W,Stade de France,1977687,KORA Salome,SUI,4,11.35,TIME
Women's 100m,Round 1 - Heat 6,W,Stade de France,1536495,TAMAYO-GARZA Cecilia,MEX,5,11.39,TIME
Women's 100m,Round 1 - Heat 6,W,Stade de France,1568814,FORSTER Viktoria,SVK,6,11.44,TIME
Women's 100m,Round 1 - Heat 6,W,Stade de France,1904313,KEMPPINEN Lotta,FIN,7,11.56,TIME
Women's 100m,Round 1 - Heat 6,W,Stade de France,1539540,ALLERS-LIBURD Zahria,SKN,8,11.89,TIME
Women's 100m,Round 1 - Heat 6,W,Stade de France,1949808,CARMONA Maria,NCA,9,12,TIME
Women's 100m,Round 1 - Heat 7,W,Stade de France,1533136,BASS BITTAYE Gina Mariam,GAM,1,11.01,TIME
Women's 100m,Round 1 - Heat 7,W,Stade de France,1977673,KAMBUNDJI Mujinga,SUI,2,11.05,TIME
Women's 100m,Round 1 - Heat 7,W,Stade de France,1895585,NKANSA Delphine,BEL,3,11.2,TIME
Women's 100m,Round 1 - Heat 7,W,Stade de France,1961213,EMMANOUILIDOU Polyniki,GRE,4,11.25,TIME
Women's 100m,Round 1 - Heat 7,W,Stade de France,1920119,HAASE Rebekka,GER,5,11.28,TIME
Women's 100m,Round 1 - Heat 7,W,Stade de France,1969457,GODBLESS Tima,NGR,6,11.33,TIME
Women's 100m,Round 1 - Heat 7,W,Stade de France,1535858,PEREIRA Veronica Shanti,SGP,7,11.63,TIME
Women's 100m,Round 1 - Heat 7,W,Stade de France,1574031,HAZZARD Halle,GRN,8,11.7,TIME
Women's 100m,Round 1 - Heat 7,W,Stade de France,1547764,HIEBERT Xenia,PAR,9,11.82,TIME
Women's 100m,Round 1 - Heat 3,W,Stade de France,1924460,NEITA Daryll,GBR,1,10.92,TIME
Women's 100m,Round 1 - Heat 3,W,Stade de France,1961011,JEFFERSON Melissa,USA,2,10.96,TIME
Women's 100m,Round 1 - Heat 3,W,Stade de France,1928494,TAKACS Boglarka,HUN,3,11.1,TIME
Women's 100m,Round 1 - Heat 3,W,Stade de France,1892130,MANASOVA Karolina,CZE,4,11.11,TIME
Women's 100m,Round 1 - Heat 3,W,Stade de France,1910785,JOSEPH Gemima,FRA,5,11.13,TIME
Women's 100m,Round 1 - Heat 3,W,Stade de France,1939764,CONNOLLY Ella,AUS,6,11.29,TIME
Women's 100m,Round 1 - Heat 3,W,Stade de France,1573175,STEFANOWICZ Magdalena,POL,7,11.47,TIME
Women's 100m,Round 1 - Heat 3,W,Stade de France,1943523,TORREZ Guadalupe,BOL,8,11.68,TIME
Women's 100m,Round 1 - Heat 3,W,Stade de France,1565550,ZHANG Bo-Ya,TPE,9,11.88,TIME
Women's 100m,Round 1 - Heat 4,W,Stade de France,1974169,LEDUC Audrey,CAN,1,10.95,TIME
Women's 100m,Round 1 - Heat 4,W,Stade de France,1890561,CLAYTON Tia,JAM,2,11,TIME
Women's 100m,Round 1 - Heat 4,W,Stade de France,1924446,LANSIQUOT Imani,GBR,3,11.1,TIME
Women's 100m,Round 1 - Heat 4,W,Stade de France,1538505,KONE Maboundou,CIV,4,11.17,TIME
Women's 100m,Round 1 - Heat 4,W,Stade de France,1569266,HENRIKSSON Julia,SWE,5,11.26,TIME
Women's 100m,Round 1 - Heat 4,W,Stade de France,1918967,GE Manqi,CHN,6,11.45,TIME
Women's 100m,Round 1 - Heat 4,W,Stade de France,1898307,GASPARELLI Alessandra,SMR,7,11.54,TIME
Women's 100m,Round 1 - Heat 4,W,Stade de France,1952180,ROSA Vitoria Cristina,BRA,8,12.02,TIME
Women's 100m,Round 1 - Heat 4,W,Stade de France,1922434,ACQUAVIVA Safiatou,GUI,9,12.07,TIME
Women's 100m,Preliminary Round - Heat 1,W,Stade de France,1537010,NGOYE Natacha,CGO,1,11.34,TIME
Women's 100m,Preliminary Round - Heat 1,W,Stade de France,1898307,GASPARELLI Alessandra,SMR,2,11.62,TIME
Women's 100m,Preliminary Round - Heat 1,W,Stade de France,1547764,HIEBERT Xenia,PAR,3,11.77,TIME
Women's 100m,Preliminary Round - Heat 1,W,Stade de France,1548543,MEREDOVA Valentina,TKM,4,12.01,TIME
Women's 100m,Preliminary Round - Heat 1,W,Stade de France,1896349,AWALI BOUBACAR Samira,NIG,5,12.06,TIME
Women's 100m,Preliminary Round - Heat 1,W,Stade de France,1950930,PHA APHAY Silina,LAO,6,12.45,TIME
Women's 100m,Preliminary Round - Heat 1,W,Stade de France,1565628,FRANCISCO Sydney,PLW,7,13.15,TIME
Women's 100m,Preliminary Round - Heat 1,W,Stade de France,1961203,AHAMDY Salam Bouha,MTN,8,13.71,TIME
Women's 100m,Round 1 - Heat 8,W,Stade de France,1951507,TA LOU-SMITH Marie-Josee,CIV,1,10.87,TIME
Women's 100m,Round 1 - Heat 8,W,Stade de France,1880728,FRASER-PRYCE Shelly-Ann,JAM,2,10.92,TIME
Women's 100m,Round 1 - Heat 8,W,Stade de France,1920164,LUECKENKEMPER Gina,GER,3,11.08,TIME
Women's 100m,Round 1 - Heat 8,W,Stade de France,1903105,ROSIUS Rani,BEL,4,11.1,TIME
Women's 100m,Round 1 - Heat 8,W,Stade de France,1561789,TORRES Gladymar,PUR,5,11.12,TIME
Women's 100m,Round 1 - Heat 8,W,Stade de France,1537010,NGOYE Natacha,CGO,6,11.36,TIME
Women's 100m,Round 1 - Heat 8,W,Stade de France,1555555,LLOYD Joella,ANT,7,11.37,TIME
Women's 100m,Round 1 - Heat 8,W,Stade de France,1566534,TUGADE-WATSON Regine,GUM,8,11.87,TIME
Women's 100m,Round 1 - Heat 8,W,Stade de France,1548543,MEREDOVA Valentina,TKM,9,11.95,TIME
Women's 100m,Preliminary Round - Heat 4,W,Stade de France,1539540,ALLERS-LIBURD Zahria,SKN,1,11.73,TIME
Women's 100m,Preliminary Round - Heat 4,W,Stade de France,1535660,SIMWAKA Asimenye,MAW,2,11.78,TIME
Women's 100m,Preliminary Round - Heat 4,W,Stade de France,1980033,CHACON Mariandree,GUA,3,11.9,TIME
Women's 100m,Preliminary Round - Heat 4,W,Stade de France,1958586,SESAY Georgiana,SLE,4,11.99,TIME
Women's 100m,Preliminary Round - Heat 4,W,Stade de France,1900751,AKAKPO Naomi,TOG,5,12.34,TIME
Women's 100m,Preliminary Round - Heat 4,W,Stade de France,1553020,GASTAUD Marie-Charlotte,MON,6,12.41,TIME
Women's 100m,Preliminary Round - Heat 4,W,Stade de France,4986655,ADA ETO Sefora,GEQ,7,13.63,TIME
Women's 100m,Preliminary Round - Heat 4,W,Stade de France,1897307,MANATOA Temalini,TUV,8,14.04,TIME
Women's 100m,Preliminary Round - Heat 4,W,Stade de France,1571488,FIRISUA Sharon,SOL,9,14.31,TIME
Women's 100m,Semi-Final 2,W,Stade de France,1537325,ALFRED Julien,LCA,1,10.84,TIME
Women's 100m,Semi-Final 2,W,Stade de France,1960181,RICHARDSON Sha'carri,USA,2,10.89,TIME
Women's 100m,Semi-Final 2,W,Stade de France,1533136,BASS BITTAYE Gina Mariam,GAM,3,11.1,TIME
Women's 100m,Semi-Final 2,W,Stade de France,1545881,van der WEKEN Patrizia,LUX,4,11.13,TIME
Women's 100m,Semi-Final 2,W,Stade de France,1924446,LANSIQUOT Imani,GBR,5,11.21,TIME
Women's 100m,Semi-Final 2,W,Stade de France,1561789,TORRES Gladymar,PUR,6,11.33,TIME
Women's 100m,Semi-Final 2,W,Stade de France,1939734,MASTERS Bree,AUS,7,11.34,TIME
Women's 100m,Semi-Final 2,W,Stade de France,1969607,CHUKWUMA Rosemary,NGR,8,11.39,TIME
Women's 100m,Semi-Final 1,W,Stade de France,1961011,JEFFERSON Melissa,USA,1,10.99,TIME
Women's 100m,Semi-Final 1,W,Stade de France,1951507,TA LOU-SMITH Marie-Josee,CIV,2,11.01,TIME
Women's 100m,Semi-Final 1,W,Stade de France,1977673,KAMBUNDJI Mujinga,SUI,3,11.05,TIME
Women's 100m,Semi-Final 1,W,Stade de France,1573013,SWOBODA Ewa,POL,4,11.08,TIME
Women's 100m,Semi-Final 1,W,Stade de France,1924384,ASHER-SMITH Dina,GBR,5,11.1,TIME
Women's 100m,Semi-Final 1,W,Stade de France,1543422,FORBES Shashalee,JAM,6,11.2,TIME
Women's 100m,Semi-Final 1,W,Stade de France,1928494,TAKACS Boglarka,HUN,7,11.26,TIME
Women's 100m,Semi-Final 1,W,Stade de France,1903105,ROSIUS Rani,BEL,8,11.29,TIME
Women's 100m,Semi-Final 1,W,Stade de France,1552163,DOSSO Zaynab,ITA,9,11.34,TIME
Women's 100m,Semi-Final 3,W,Stade de France,1890561,CLAYTON Tia,JAM,1,10.89,TIME
Women's 100m,Semi-Final 3,W,Stade de France,1924460,NEITA Daryll,GBR,2,10.97,TIME
Women's 100m,Semi-Final 3,W,Stade de France,1965942,TERRY Twanisha,USA,3,11.07,TIME
Women's 100m,Semi-Final 3,W,Stade de France,1920164,LUECKENKEMPER Gina,GER,4,11.09,TIME
Women's 100m,Semi-Final 3,W,Stade de France,1974169,LEDUC Audrey,CAN,5,11.1,TIME
Women's 100m,Semi-Final 3,W,Stade de France,1926709,HOBBS Zoe,NZL,6,11.13,TIME
Women's 100m,Semi-Final 3,W,Stade de France,1895585,NKANSA Delphine,BEL,7,11.28,TIME
Women's 100m,Semi-Final 3,W,Stade de France,1892130,MANASOVA Karolina,CZE,8,11.35,TIME
Women's 100m,Semi-Final 3,W,Stade de France,1908830,BERTRAND Leah,TTO,9,11.37,TIME
Women's 100m,Final,W,Stade de France,1537325,ALFRED Julien,LCA,1,10.72,TIME
Women's 100m,Final,W,Stade de France,1960181,RICHARDSON Sha'carri,USA,2,10.87,TIME
Women's 100m,Final,W,Stade de France,1961011,JEFFERSON Melissa,USA,3,10.92,TIME
Women's 100m,Final,W,Stade de France,1924460,NEITA Daryll,GBR,4,10.96,TIME
Women's 100m,Final,W,Stade de France,1965942,TERRY Twanisha,USA,5,10.97,TIME
Women's 100m,Final,W,Stade de France,1977673,KAMBUNDJI Mujinga,SUI,6,10.99,TIME
Women's 100m,Final,W,Stade de France,1890561,CLAYTON Tia,JAM,7,11.04,TIME
Women's 100m,Final,W,Stade de France,1951507,TA LOU-SMITH Marie-Josee,CIV,8,13.84,TIME
Women's 100m Hurdles,Round 1 - Heat 2,W,Stade de France,1537183,CAMACHO-QUINN Jasmine,PUR,1,12.42,TIME
Women's 100m Hurdles,Round 1 - Heat 2,W,Stade de France,1956857,SEMBER Cindy,GBR,2,12.72,TIME
Women's 100m Hurdles,Round 1 - Heat 2,W,Stade de France,1573171,SKRZYSZOWSKA Pia,POL,3,12.82,TIME
Women's 100m Hurdles,Round 1 - Heat 2,W,Stade de France,3546509,CARTWRIGHT Denisha,BAH,4,12.89,TIME
Women's 100m Hurdles,Round 1 - Heat 2,W,Stade de France,1921781,TANAKA Yumi,JPN,5,12.9,TIME
Women's 100m Hurdles,Round 1 - Heat 2,W,Stade de France,1897833,MORRISON Ebony,LBR,6,12.93,TIME
Women's 100m Hurdles,Round 1 - Heat 2,W,Stade de France,1939746,MUCCI Celeste,AUS,7,13.05,TIME
Women's 100m Hurdles,Round 1 - Heat 2,W,Stade de France,4849478,CHATFIELD Emelia,HAI,8,13.06,TIME
Women's 100m Hurdles,Round 1 - Heat 4,W,Stade de France,1553912,WILLIAMS Danielle,JAM,1,12.59,TIME
Women's 100m Hurdles,Round 1 - Heat 4,W,Stade de France,1948314,LAVIN Sarah,IRL,2,12.73,TIME
Women's 100m Hurdles,Round 1 - Heat 4,W,Stade de France,1977672,KAMBUNDJI Ditaji,SUI,3,12.81,TIME
Women's 100m Hurdles,Round 1 - Heat 4,W,Stade de France,1981088,FOURIE Marione,RSA,4,12.91,TIME
Women's 100m Hurdles,Round 1 - Heat 4,W,Stade de France,1910629,BAPTE Laeticia,FRA,5,13.04,TIME
Women's 100m Hurdles,Round 1 - Heat 4,W,Stade de France,1920622,KOZAK Luca,HUN,6,13.11,TIME
Women's 100m Hurdles,Round 1 - Heat 4,W,Stade de France,1564574,YARRAJI Jyothi,IND,7,13.16,TIME
Women's 100m Hurdles,Round 1 - Heat 5,W,Stade de France,1890736,NUGENT Ackera,JAM,1,12.65,TIME
Women's 100m Hurdles,Round 1 - Heat 5,W,Stade de France,1908181,CHARLTON Devynne,BAH,2,12.71,TIME
Women's 100m Hurdles,Round 1 - Heat 5,W,Stade de France,4979566,STARK Grace,USA,3,12.72,TIME
Women's 100m Hurdles,Round 1 - Heat 5,W,Stade de France,1939819,CLAY Liz,AUS,4,12.94,TIME
Women's 100m Hurdles,Round 1 - Heat 5,W,Stade de France,1904298,HARALA Lotta,FIN,5,12.97,TIME
Women's 100m Hurdles,Round 1 - Heat 5,W,Stade de France,1568814,FORSTER Viktoria,SVK,6,13.08,TIME
Women's 100m Hurdles,Round 1 - Heat 5,W,Stade de France,1919051,LIN Yuwei,CHN,7,13.24,TIME
Women's 100m Hurdles,Round 1 - Heat 5,W,Stade de France,1974133,HARRISON Michelle,CAN,8,13.4,TIME
Women's 100m Hurdles,Repechage - Heat 1,W,Stade de France,1981088,FOURIE Marione,RSA,1,12.79,TIME
Women's 100m Hurdles,Repechage - Heat 1,W,Stade de France,1972268,TJIN-A-LIM Maayke,NED,2,12.87,TIME
Women's 100m Hurdles,Repechage - Heat 1,W,Stade de France,1568814,FORSTER Viktoria,SVK,3,12.88,TIME
Women's 100m Hurdles,Repechage - Heat 1,W,Stade de France,1564574,YARRAJI Jyothi,IND,4,13.17,TIME
Women's 100m Hurdles,Repechage - Heat 1,W,Stade de France,1920454,KEREKES Greta,HUN,5,13.2,TIME
Women's 100m Hurdles,Repechage - Heat 1,W,Stade de France,4849478,CHATFIELD Emelia,HAI,6,13.24,TIME
Women's 100m Hurdles,Repechage - Heat 1,W,Stade de France,1939827,JENNEKE Michelle,AUS,7,13.86,TIME
Women's 100m Hurdles,Repechage - Heat 2,W,Stade de France,1897833,MORRISON Ebony,LBR,1,12.82,TIME
Women's 100m Hurdles,Repechage - Heat 2,W,Stade de France,4646304,CAICEDO Maribel Vanessa,ECU,2,12.83,TIME
Women's 100m Hurdles,Repechage - Heat 2,W,Stade de France,1904304,HURSKE Reetta,FIN,3,12.83,TIME
Women's 100m Hurdles,Repechage - Heat 2,W,Stade de France,1910629,BAPTE Laeticia,FRA,4,12.92,TIME
Women's 100m Hurdles,Repechage - Heat 2,W,Stade de France,1939746,MUCCI Celeste,AUS,5,13,TIME
Women's 100m Hurdles,Repechage - Heat 2,W,Stade de France,1919051,LIN Yuwei,CHN,6,13.13,TIME
Women's 100m Hurdles,Repechage - Heat 2,W,Stade de France,1974133,HARRISON Michelle,CAN,7,13.3,TIME
Women's 100m Hurdles,Repechage - Heat 3,W,Stade de France,1904298,HARALA Lotta,FIN,1,12.86,TIME
Women's 100m Hurdles,Repechage - Heat 3,W,Stade de France,1921781,TANAKA Yumi,JPN,2,12.89,TIME
Women's 100m Hurdles,Repechage - Heat 3,W,Stade de France,1920622,KOZAK Luca,HUN,3,12.96,TIME
Women's 100m Hurdles,Repechage - Heat 3,W,Stade de France,1919053,WU Yanni,CHN,4,12.98,TIME
Women's 100m Hurdles,Repechage - Heat 3,W,Stade de France,1939819,CLAY Liz,AUS,5,12.99,TIME
Women's 100m Hurdles,Repechage - Heat 3,W,Stade de France,1942194,FIADANANTSOA Sidonie,MAD,6,13.12,TIME
Women's 100m Hurdles,Repechage - Heat 3,W,Stade de France,3546509,CARTWRIGHT Denisha,BAH,7,13.45,TIME
Women's 100m Hurdles,Round 1 - Heat 3,W,Stade de France,1960169,RUSSELL Masai,USA,1,12.53,TIME
Women's 100m Hurdles,Round 1 - Heat 3,W,Stade de France,1972275,VISSER Nadine,NED,1,12.53,TIME
Women's 100m Hurdles,Round 1 - Heat 3,W,Stade de France,1911932,SAMBA-MAYELA Cyrena,FRA,3,12.56,TIME
Women's 100m Hurdles,Round 1 - Heat 3,W,Stade de France,1908232,TAYLOR Charisma,BAH,4,12.78,TIME
Women's 100m Hurdles,Round 1 - Heat 3,W,Stade de France,1974033,ABDUL-RASHID Mariam,CAN,5,12.8,TIME
Women's 100m Hurdles,Round 1 - Heat 3,W,Stade de France,1904304,HURSKE Reetta,FIN,6,12.96,TIME
Women's 100m Hurdles,Round 1 - Heat 3,W,Stade de France,1920454,KEREKES Greta,HUN,7,13.5,TIME
Women's 100m Hurdles,Round 1 - Heat 3,W,Stade de France,1939827,JENNEKE Michelle,AUS,8,20.85,TIME
Women's 100m Hurdles,Round 1 - Heat 1,W,Stade de France,1926196,AMUSAN Tobi,NGR,1,12.49,TIME
Women's 100m Hurdles,Round 1 - Heat 1,W,Stade de France,1960913,JOHNSON Alaysha,USA,2,12.61,TIME
Women's 100m Hurdles,Round 1 - Heat 1,W,Stade de France,1538830,BROWN Janeek,JAM,3,12.84,TIME
Women's 100m Hurdles,Round 1 - Heat 1,W,Stade de France,1919815,FUKUBE Mako,JPN,4,12.85,TIME
Women's 100m Hurdles,Round 1 - Heat 1,W,Stade de France,1942194,FIADANANTSOA Sidonie,MAD,5,12.92,TIME
Women's 100m Hurdles,Round 1 - Heat 1,W,Stade de France,1919053,WU Yanni,CHN,6,12.97,TIME
Women's 100m Hurdles,Round 1 - Heat 1,W,Stade de France,1972268,TJIN-A-LIM Maayke,NED,7,12.98,TIME
Women's 100m Hurdles,Round 1 - Heat 1,W,Stade de France,4646304,CAICEDO Maribel Vanessa,ECU,8,13.05,TIME
Women's 100m Hurdles,Semi-Final 2,W,Stade de France,1960913,JOHNSON Alaysha,USA,1,12.34,TIME
Women's 100m Hurdles,Semi-Final 2,W,Stade de France,1972275,VISSER Nadine,NED,2,12.43,TIME
Women's 100m Hurdles,Semi-Final 2,W,Stade de France,1908232,TAYLOR Charisma,BAH,3,12.63,TIME
Women's 100m Hurdles,Semi-Final 2,W,Stade de France,4646304,CAICEDO Maribel Vanessa,ECU,4,12.67,TIME
Women's 100m Hurdles,Semi-Final 2,W,Stade de France,1977672,KAMBUNDJI Ditaji,SUI,5,12.68,TIME
Women's 100m Hurdles,Semi-Final 2,W,Stade de France,1948314,LAVIN Sarah,IRL,6,12.69,TIME
Women's 100m Hurdles,Semi-Final 2,W,Stade de France,1538830,BROWN Janeek,JAM,7,12.92,TIME
Women's 100m Hurdles,Semi-Final 2,W,Stade de France,1904298,HARALA Lotta,FIN,8,13.05,TIME
Women's 100m Hurdles,Semi-Final 1,W,Stade de France,4979566,STARK Grace,USA,1,12.39,TIME
Women's 100m Hurdles,Semi-Final 1,W,Stade de France,1908181,CHARLTON Devynne,BAH,2,12.5,TIME
Women's 100m Hurdles,Semi-Final 1,W,Stade de France,1926196,AMUSAN Tobi,NGR,3,12.55,TIME
