code,name,gender,country_code,events,birth_date,coach
1925803,BIAGIOTTI Matilde,F,ITA,"[""Women's 4 x 200m Freestyle Relay"" 'Relay Only Athlete']",20/9/2005,Club: Stefano Franceschi
1925804,TADDEUCCI Ginevra,F,ITA,"[""Women's 10km"" ""Women's 1500m Freestyle""]",3/5/1997,Club: Giovanni Pistelli
1925805,AVEGNO Silvia,F,ITA,['Women'],15/6/1997,National: Carlo Silipo (ITA)
1925806,BANCHELLI Caterina,F,ITA,['Women'],25/9/2000,National: Carlo Silipo (ITA)
1925807,BIANCONI Roberta,F,ITA,['Women'],8/7/1989,National: Carlo Silipo (ITA)
1925808,COCCHIERE Agnese,F,ITA,['Women'],4/6/1999,National: Carlo Silipo (ITA)
1925809,CONDORELLI Giuseppina Aurora,F,ITA,['Women'],30/3/2001,Club: Martina Miceli (ITA).</p><p>National: Carlo Silipo (ITA)
1925811,GALARDI Giuditta,F,ITA,['Women'],10/6/1995,National: Carlo Silipo (ITA)
1925813,GIUSTINI Sofia,F,ITA,['Women'],28/2/2003,National: Carlo Silipo (ITA)
1925814,MARLETTA Claudia Roberta,F,ITA,['Women'],23/11/1995,Club: Martina Miceli (ITA).</p><p>National: Carlo Silipo (ITA)
1925815,PALMIERI Valeria,F,ITA,['Women'],18/10/1993,National: Carlo Silipo (ITA).<br>Club: Martina Miceli (ITA)
1925816,PICOZZI Domitilla,F,ITA,['Women'],5/6/1998,National: Carlo Silipo (ITA)
1925820,TABANI Chiara,F,ITA,['Women'],27/8/1994,National: Carlo Silipo (ITA).<br>Club: Martina Miceli (ITA)
1925821,VIACAVA Giulia,F,ITA,['Women'],1/9/1994,National: Carlo Silipo (ITA).<br>Club: Martina Miceli (ITA)
1925822,BETTINI Dafne,F,ITA,['Women'],17/3/2003,National: Carlo Silipo (ITA).<br>Club: Martina Miceli (ITA)
1925835,ADEYEYE Adebola,F,NGR,['Women'],10/11/1999,National: Rena Wakama (USA)
1925840,EBO Lauren,F,NGR,['Women'],7/6/2000,National: Rena Wakama (USA).<br>Club: Tevfik Artun (TUR)
1925856,KUNAIYI-AKPANAH Pallas,F,NGR,['Women'],12/7/1997,National: Rena Wakama (USA)
1925859,MEJIA CASTILLO Kevin,M,HON,"[""Men's Greco-Roman 97kg""]",5/5/1995,
1925869,MUSA Murjanatu,F,NGR,['Women'],5/5/2000,National: Rena Wakama (NGR).<br>Club: Cristina Cantero (ESP)
1925873,AVILA MANCIA Julimar,F,HON,"[""Women's 200m Freestyle""]",21/1/1997,Personal: Leonardo Gonzales
1925883,HORREGO Julio,M,HON,"[""Men's 200m Breaststroke""]",8/10/1998,
1925905,OKONKWO Amy,F,NGR,['Women'],26/8/1996,National: Rena Wakama (NGR).<br>Club: Wani Muganguzi (FRA)
1925942,GRANADO Yohandri,M,VEN,['Men -58kg'],5/9/1999,National: Mario Leal (VEN)
1925944,OKORO Ifunanya,F,NGR,['Women'],6/7/1999,National: Rena Wakama (NIG)
1925951,TAIWO Tomi,F,NGR,['Women'],16/6/2000,National: Rena Wakama (USA)
1925995,CHITUNDU Avell,F,ZAM,['Women'],30/7/1997,National: Bruce Mwape (ZAM)
1925999,BANDA Barbra,F,ZAM,['Women'],20/3/2000,National: Bruce Mwape (ZAM)
1926015,CHANDA Grace,F,ZAM,['Women'],11/6/1997,National: Bruce Mwape (ZAM)
1926018,ZULU Misozi,F,ZAM,['Women'],11/10/1994,National: Bruce Mwape (ZAM)
1926035,CHANDA Hellen,F,ZAM,['Women'],19/6/1998,Club: Madiyar Kembilov (KAZ).<br>National: Bruce Mwape (ZAM)
1926040,MUPOPO Kabange,F,ZAM,['Women'],21/9/1992,Club: Charles Haalubono (ZAM).<br>National: Bruce Mwape (ZAM)
1926043,MWEEMBA Lushomo,F,ZAM,['Women'],28/3/2001,National: Bruce Mwape (ZAM)
1926046,TEMBO Martha,F,ZAM,['Women'],8/3/1998,National: Bruce Mwape (ZAM)
1926050,MUSOLE Ngambo,F,ZAM,['Women'],26/6/1998,National: Bruce Mwape (ZAM)
1926052,ZULU Pauline,F,ZAM,['Women'],3/10/2004,National: Bruce Mwape (ZAM)
1926054,KUNDANANJI Racheal,F,ZAM,['Women'],3/6/2000,National: Bruce Mwape (ZAM)
1926078,PHIRI Mia,F,ZAM,"[""Women's 50m Freestyle""]",5/5/2003,
1926082,SHAMAMBO Damien,M,ZAM,"[""Men's 50m Freestyle""]",19/8/2003,
1926101,ADEKOYA Kemi,F,BRN,"[""Women's 400m Hurdles""]",16/1/1993,
1926102,YAVI Winfred,F,BRN,"[""Women's 3000m Steeplechase""]",31/12/1999,Personal: Gregory Kilonzo
1926104,CHUMBA Eunice Chebichii,F,BRN,"[""Women's Marathon""]",23/5/1993,Personal: Nicholas Koech (KEN)
1926111,CHELIMO Rose,F,BRN,"[""Women's Marathon""]",12/7/1989,Personal: Amos Korir (KEN)
1926127,BALEW Birhanu,M,BRN,"[""Men's 10000m"" ""Men's 5000m""]",27/2/1996,Personal: Nigatu Worku and Demeke Asseged (ETH)
1926196,AMUSAN Tobi,F,NGR,"[""Women's 100m Hurdles""]",23/4/1997,Personal: Lacena Golding-Clarke (JAM) since 2016 - three-time Olympian (1996-2004) fifth in the 100m hurdles at the Athens 2004 Olympic Games
1926201,ENEKWECHI Chukwuebuka Cornnell,M,NGR,"[""Men's Shot Put""]",28/1/1993,Personal: Ray Robinson Cody Roberts (USA)
1926205,ONYEKWERE Chioma,F,NGR,"[""Women's Discus Throw""]",28/6/1994,Personal: Dane Miller (USA)
1926236,USORO Ruth,F,NGR,"[""Women's Long Jump""]",8/10/1997,
1926293,GINTING Anthony Sinisuka,M,INA,"[""Men's Singles""]",11/5/1996,National: Irwansyah (INA)
1926294,VITIDSARN Kunlavut,M,THA,"[""Men's Singles""]",11/5/2001,
1926295,RAHAYU Apriyani,F,INA,"[""Women's Doubles""]",29/4/1998,
1926300,JOMKOH Supak,M,THA,"[""Men's Doubles""]",4/9/1996,
1926303,KEDREN Kittinupong,M,THA,"[""Men's Doubles""]",19/7/1996,
1926304,TAN Shannon,F,SGP,"[""Women's Individual Stroke Play""]",9/4/2004,
1926307,PUAVARANUKROH Dechapol,M,THA,['Mixed Doubles'],20/5/1997,
1926309,ALFIAN Fajar,M,INA,"[""Men's Doubles""]",7/3/1996,
1926315,TUNJUNG Gregoria Mariska,F,INA,"[""Women's Singles""]",11/8/1999,
1926317,BINTE MOHAMED RAFAEE Saiyidah Aisy,F,SGP,"[""Women's Single Sculls""]",20/4/1988,Personal: Alan Bennett (AUS).<br>National: Goken Sakamoto (JPN)
1926319,CHRISTIE Jonatan,M,INA,"[""Men's Singles""]",15/9/1997,National: Hendri Saputra (INA)
1926323,KATETHONG Supanida,F,THA,"[""Women's Singles""]",26/10/1997,Kim Ji Hyun (KOR)
1926326,ARDIANTO Muhammad Rian,M,INA,"[""Men's Doubles""]",13/2/1996,National: Aryono Miranat (INA)
1926331,MENTARI Pitha Haningtyas,F,INA,['Mixed Doubles'],1/7/1999,
1926334,RIVALDY Rinov,M,INA,['Mixed Doubles'],12/11/1999,
1926336,KITITHARAKUL Jongkolphan,F,THA,"[""Women's Doubles""]",1/3/1993,National: Saralee Thungthongkhum (THA)
1926339,PRAJONGJAI Rawinda,F,THA,"[""Women's Doubles""]",29/6/1993,National: Saralee Thoungthongkam (THA)
1926340,ROMA Sofia,F,PUR,['Women'],21/11/1996,National: Jerry Batista (PUR)
1926341,RAMADHANTI Siti Fadia Silva,F,INA,"[""Women's Doubles""]",16/11/2000,National: Eng Hian (INA)
1926342,TAERATTANACHAI Sapsiree,F,THA,['Mixed Doubles'],18/4/1992,Club: Tesana Panvisvas (THA)
1926343,PEREZ Mariah,F,PUR,['Women'],9/8/2000,Club: Tamika Williams-Jeter (USA)<br>National: Jerry Batista (PUR)
1926346,INTANON Ratchanok,F,THA,"[""Women's Singles""]",5/2/1995,National: Rexy Mainaky (INA)
1926355,GIBSON Ali,F,PUR,['Women'],27/3/1993,National: Jerry Batista (PUR)
1926387,BRUME Ese,F,NGR,"[""Women's Long Jump""]",20/1/1996,Personal: Kayode Yaya (NGR)
1926391,AMAECHI Obiageri Pamela,F,NGR,"[""Women's Discus Throw""]",12/3/1999,
1926392,OGUNMAKINJU Omolara,F,NGR,['4 x 400m Relay Mixed'],25/5/1993,
1926393,IBADIN Edose,M,NGR,"[""Men's 800m""]",27/2/1993,Tom Brumlik
1926394,ANUMBA Ashley,F,NGR,"[""Women's Discus Throw""]",11/6/1999,Personal: Steve Lemke (USA)
1926458,ORTIZ Christopher,M,PUR,['Men'],2/4/1993,National: Nelson Colon (PUR)
1926464,CONDITT IV George,M,PUR,['Men'],22/8/2000,National: Nelson Colon (PUR)
1926484,CLAVELL Gian,M,PUR,['Men'],26/11/1993,National: Nelson Colon (PUR)
1926485,THOMPSON JR. Stephen,M,PUR,['Men'],23/3/1997,National: Nelson Colon (PUR).<br>Club: Nelson Colon (PUR)
1926486,MORRISON Joseph,M,NZL,['Men'],4/10/2001,Club: Grant Edwards (NZL)<br>National: Greg Nicol (RSA)
1926487,SMITH Jake,M,NZL,['Men'],3/4/1991,National: Greg Nicol (RSA)
1926488,CHILD Simon,M,NZL,['Men'],16/4/1988,National: Greg Nicol (NZL)
1926490,DIXON Dominic,M,NZL,['Men'],7/8/1996,National: Greg Nicol (RSA)
1926491,FINDLAY Sean,M,NZL,['Men'],5/12/2001,National: Greg Nicol (RSA)
1926493,MORRISON Charlie,M,NZL,['Men'],20/7/2003,Club: Grant Edwards (NZL)<br>National: Greg Nicol (RSA)
1926495,READ Brad,M,NZL,['Men'],4/2/1995,Club: Barry Middleton
1926497,HAYWARD Leon,M,NZL,['Men'],23/4/1990,
1926499,TARRANT Blair,M,NZL,['Men'],11/5/1990,National: Greg Nicol (RSA)
1926501,YORSTON Simon,M,NZL,['Men'],7/3/2000,Club: Grant Edwards (NZL)<br>National: Greg Nicol (RSA)
1926508,INGLIS Hugo,M,NZL,['Men'],18/1/1991,National: Greg Nicol (RSA)
1926512,BUSCHL Malachi,M,NZL,['Men'],15/10/1999,
1926513,LANE Sam,M,NZL,['Men'],30/4/1997,Club: Grant Edwards (NZL)<br>National: Greg Nicol (RSA)
1926514,WOODS Nic,M,NZL,['Men'],26/8/1995,National: Greg Nicol (RSA)
1926515,RUSSELL Kane,M,NZL,['Men'],22/4/1992,National: Greg Nicol (RSA)
1926516,BOYDE Scott,M,NZL,['Men'],5/8/1994,National: Greg Nicol (RSA).<br>Club: Darren Fowler (AUS)
1926519,HOULBROOKE Isaac,M,NZL,['Men'],6/9/2001,National: Greg Nicol (RSA)
1926521,PHILLIPS Hayden,M,NZL,['Men'],6/2/1998,National: Greg Nicol (RSA)
1926523,LETT Dane,M,NZL,['Men'],29/8/1990,National: Greg Nicol (RSA)
1926536,HOWARD Jordan,M,PUR,['Men'],6/1/1996,National: Nelson Colon (PUR)
1926539,WATERS Tremont,M,PUR,['Men'],10/1/1998,National: Nelson Colon (PUR)
1926540,ALVARADO Jose,M,PUR,['Men'],12/4/1998,Club: Willie Green (USA)
1926541,ROMERO Ismael,M,PUR,['Men'],23/6/1991,National: Nelson Colon (PUR).<br>Club: Jose Juan Barea Mora (USA)
1926542,FORD Aleem,M,PUR,['Men'],22/12/1997,National: Nelson Colon (PUR)
1926545,van der KAAY Nicole,F,NZL,"[""Women's Individual""]",10/2/1996,Personal: Stephen Sheldrake (NZL)
1926547,McCULLOUGH Dylan,M,NZL,"[""Men's Individual""]",15/2/2001,Personal: John Hellemans (NZL)
1926549,WILDE Hayden,M,NZL,"[""Men's Individual""]",1/9/1997,Personal: Craig Kirkwood (NZL)
1926551,THORPE Ainsley,F,NZL,"[""Women's Individual""]",13/2/1998,
1926569,REED Davon,M,PUR,['Men'],11/6/1995,National: Nelson Colon (PUR)
1926575,DAVID Chloe,F,VAN,"[""Women's 100m""]",3/6/2005,Personal: David Merick (VAN) - father.<br>Personal: Bola Tafou (FIJ)
1926578,KNEWSTUBB Andrew,M,NZL,['Men'],14/9/1995,National: Junior Tomasi Cama (NZL)
1926592,WAAKA Stacey,F,NZL,['Women'],3/11/1995,National: Cory Sweeney (NZL)
1926593,SAILI Alena,F,NZL,['Women'],13/12/1998,National: Cory Sweeney (NZL)
1926595,CARTER Leroy,M,NZL,['Men'],24/2/1999,National: Tomasi Cama (NZL)
1926596,POURI-LANE Risi,F,NZL,['Women'],28/5/2000,National: Cory Sweeney (NZL)
1926624,RUSH Brady,M,NZL,['Men'],24/4/1999,National: Tomasi Cama (NZL)
1926627,FINEANGANOFO Fehi,M,NZL,['Men'],31/8/2002,National: Junior Tomasi Cama (NZL)
1926629,NUKU Manaia,F,NZL,['Women'],3/9/2002,National: Cory Sweeney (NZL)
1926632,HIRINI Sarah,F,NZL,['Women'],9/12/1992,National: Cory Sweeney (NZL)
1926633,LEO Moses,M,NZL,['Men'],11/8/1997,National: Junior Tomasi Cama (NZL)
1926634,FELIX-HOTHAM Jazmin,F,NZL,['Women'],2/7/2000,National: Cory Sweeney (NZL)
1926635,BLYDE Michaela,F,NZL,['Women'],29/12/1995,National: Cory Sweeney (NZL)
1926642,WARE Regan,M,NZL,['Men'],7/8/1994,National: Tomasi Cama (NZL)
1926644,KING Tyla,F,NZL,['Women'],1/7/1994,National: Cory Sweeney (NZL)
1926646,WOODMAN-WICKLIFFE Portia,F,NZL,['Women'],12/7/1991,National: Cory Sweeney (NZL)
1926647,SETEFANO Theresa,F,NZL,['Women'],25/2/1995,National: Cory Sweeney (NZL)
1926654,CURRY Scott,M,NZL,['Men'],17/5/1988,National: Tomasi Cama (NZL)
1926656,NG SHIU Tone,M,NZL,['Men'],26/5/1994,National: Junior Tomasi Cama (NZL)
1926657,ROKOLISOA Akuila,M,NZL,['Men'],27/6/1995,National: Tomasi Cama (NZL)
1926667,MILLER Jorja,F,NZL,['Women'],8/2/2004,National: Cory Sweeney (NZL)
1926670,McGARVEY-BLACK Ngarohi,M,NZL,['Men'],20/5/1996,National: Tomasi Cama (NZL)
1926671,COLLIER Dylan,M,NZL,['Men'],27/4/1991,National: Junior Tomasi Cama (NZL)
1926675,WEBBER Joe,M,NZL,['Men'],27/8/1993,National: Clark Laidlaw (SCO)
1926676,PAUL Mahina,F,NZL,['Women'],19/4/2001,National: Cory Sweeney (NZL)
1926680,COOK - SAVAGE Tepaea,M,NZL,['Men'],8/2/2001,National: Junior Tomasi Cama (NZL)
1926685,PRESTON James,M,NZL,"[""Men's 800m""]",8/5/1997,Personal: Evan Cooper (NZL)
1926686,PEETERS Tori,F,NZL,"[""Women's Javelin Throw""]",17/5/1994,Personal: Debbie Strange (NZL)
1926688,TANNER Samuel,M,NZL,"[""Men's 1500m""]",24/8/2000,Personal: Craig Kirkwood (NZL)
1926690,McCARTNEY Eliza,F,NZL,"[""Women's Pole Vault""]",11/12/1996,Personal: Matt Dallow (NZL)
1926691,GILL Jacko,M,NZL,"[""Men's Shot Put""]",20/12/1994,Personal: Mike Schofield (NZL)
1926692,BRUCE Lauren,F,NZL,"[""Women's Hammer Throw""]",23/3/1997,Personal: Dale Stevenson (AUS) 2012 Olympian (shot put)
1926693,McTAGGART Olivia,F,NZL,"[""Women's Pole Vault""]",9/1/2000,Personal: Scott Simpson (NZL)
1926695,WESCHE Maddison-Lee,F,NZL,"[""Women's Shot Put""]",13/6/1999,Personal: Mike Schofield (NZL) - strength and conditioning / Walter Gill (NZL) - sport technical
1926696,AYRIS Imogen,F,NZL,"[""Women's Pole Vault""]",12/12/2000,
1926697,OLIVIER Ethan,M,NZL,"[""Men's Triple Jump""]",7/8/2005,Wikus Olivier (RSA) his father (former South African triple jump record holder and champion)
1926701,BEAMISH Geordie,M,NZL,"[""Men's 3000m Steeplechase""]",24/10/1996,Personal: Dathan Ritzenhein (USA) three-time Olympian (2004 2008 2012) and former US 5000m record holder
1926703,FRENCH Camille,F,NZL,"[""Women's Marathon""]",11/7/1990,Personal: Nic Bideau (AUS)
1926705,BELL Connor,M,NZL,"[""Men's Discus Throw""]",21/6/2001,Personal: Kirsten Hellier (NZL)
1926706,RAMSDEN Maia,F,NZL,"[""Women's 1500m""]",23/3/2002,Personal: Alex Gibby (USA)
1926709,HOBBS Zoe,F,NZL,"[""Women's 100m""]",11/9/1997,Personal: James Mortimer (NZL)
1926710,WALSH Tom,M,NZL,"[""Men's Shot Put""]",1/3/1992,Personal: Hayden Hall (NZL) since 2022
1926713,KERR Hamish,M,NZL,"[""Men's High Jump""]",17/8/1996,Personal: James Sandilands (NZL)
1926733,AR-RASYID Muhd Noor Firdaus,M,BRU,"[""Men's 100m""]",22/10/1996,National: Isidro del Prado
1926736,WANG Jianan,M,CHN,"[""Men's Long Jump""]",27/8/1996,Personal: Randy Huntington (USA)
1926743,ROUTLIFFE Erin,F,NZL,"[""Women's Doubles""]",11/4/1995,
1926789,MI Jiujiang,M,CHN,"[""Men's Cross-country""]",8/5/1992,National: Yi Jian
1926794,WU Zhifan,F,CHN,"[""Women's Cross-country""]",5/3/2001,National: Yi Jian.<br>Personal: Shi Qinglan (CHN)
1926804,BEU Leonie,F,PNG,"[""Women's 100m""]",28/11/1998,
1926816,LITI David,M,NZL,"[""Men's +102kg""]",11/7/1996,Personal: Tina Ball (NZL)
1926826,LI Qian,F,CHN,"[""Women's 75kg""]",6/6/1990,National: Zhang Chuanliang (CHN)
1926827,YANG Liu,F,CHN,"[""Women's 66kg""]",20/5/1992,Personal: Hada Bateer (CHN)
1926828,YANG Wenlu,F,CHN,"[""Women's 60kg""]",13/1/1991,Personal: Jiang Li (CHN)
1926830,XU Zichun,F,CHN,"[""Women's 57kg""]",9/6/1996,
1926832,CHANG Yuan,F,CHN,"[""Women's 54kg""]",24/6/1997,Zhang Xiyan (CHN)
1926833,WU Yu,F,CHN,"[""Women's 50kg""]",13/1/1995,National: Zhao Yong (CHN)
1926835,HAN Xuezhen,M,CHN,"[""Men's 92kg""]",28/4/1999,Club: Gu Jinghua (CHN) Li Liangliang (CHN).<br>National: Raul Angel Fernandez Liranza (CUB)
1926839,TUOHETAERBIEKE Tanglatihan,M,CHN,"[""Men's 80kg""]",18/11/1996,National/club: Abuduxikuer Mijiti (CHN)
1926893,CHEN Yi,F,CHN,['Women'],28/1/1997,National: Alyson Annan (AUS)
1926894,DAN Wen,F,CHN,['Women'],14/6/1999,National: Alyson Annan (AUS)
1926895,FAN Yunxia,F,CHN,['Women'],7/12/2002,National: Alyson Annan (AUS)
1926896,GU Bingfeng,F,CHN,['Women'],25/1/1994,National: Alyson Annan (AUS)
1926898,HE Jiangxin,F,CHN,['Women'],19/8/1997,National: Alyson Annan (AUS)
1926901,LI Hong,F,CHN,['Women'],31/5/1999,National: Alyson Annan (AUS)
1926908,MA Ning,F,CHN,['Women'],29/9/2000,National: Alyson Annan (AUS)
1926909,OU Zixia,F,CHN,['Women'],24/9/1995,National: Alyson Annan (AUS)
1926910,TAN Jinzhuang,F,CHN,['Women'],27/1/2003,National: Alyson Annan (AUS)
1926912,XU Wenyu,F,CHN,['Women'],6/12/1995,National: Alyson Annan (AUS)
1926914,YANG Liu,F,CHN,['Women'],1/9/1998,National: Alyson Annan (AUS)
1926915,YE Jiao,F,CHN,['Women'],21/10/1994,National: Alyson Annan (AUS)
1926916,YU Anhui,F,CHN,['Women'],30/4/2001,
1926920,ZHANG Ying,F,CHN,['Women'],29/8/1998,National: Alyson Annan (AUS)
1926922,ZHONG Jiaqi,F,CHN,['Women'],23/9/1999,National: Alyson Annan (AUS)
1926923,ZOU Meirong,F,CHN,['Women'],1/9/2000,National: Alyson Annan (AUS)
1926926,CHEN Yang,F,CHN,['Women'],15/2/1997,National: Alyson Annan (AUS)
1926991,MACDONALD Matt,M,NZL,"[""Men's Four""]",15/3/1999,National: Mike Rodger (NZL) Malcolm McIntyre (NZL)
1926994,COX Shannon,F,NZL,"[""Lightweight Women's Double Sculls""]",4/6/1998,National: James Coote (NZL)
1926996,SHERMAN Alana,F,NZL,"[""Women's Pair""]",2/12/1998,Personal: Matt Cameron (NZL)
1926998,GOWLER Jackie,F,NZL,"[""Women's Four""]",7/6/1996,National: Matt Cameron (NZL)
1926999,WILLIAMS Kerri,F,NZL,"[""Women's Four""]",18/12/1993,National: Matt Cameron (NZL)
1927001,MACLEAN Ollie,M,NZL,"[""Men's Four""]",19/5/1998,National: Mike Rodger (NZL) Malcolm McIntyre (NZL)
1927002,KIDDLE Jackie,F,NZL,"[""Lightweight Women's Double Sculls""]",16/7/1994,National: James Coote (NZL)
1927003,WADDY Davina,F,NZL,"[""Women's Four""]",16/8/1996,National: Matt Cameron (NZL).<br>Club: Josh Schmidt (NZL)
1927004,WILSON Philli,M,NZL,"[""Men's Pair""]",13/11/1996,National: Malcolm McIntyre (NZL)
1927007,SPOORS Phoebe,F,NZL,"[""Women's Four""]",11/8/1993,National: Matt Cameron (NZL).<br>Club: Josh Schmidt (NZL)
1927014,MANSON Robbie,M,NZL,"[""Men's Double Sculls""]",11/10/1989,National: Gary Roberts (NZL)
1927015,MACKINTOSH Thomas,M,NZL,"[""Men's Single Sculls""]",30/1/1997,National: Gary Roberts (NZL)
1927016,WILLIAMSON Daniel,M,NZL,"[""Men's Pair""]",30/3/2000,National: Malcolm McIntyre (NZL)
1927017,PARRY Jordan,M,NZL,"[""Men's Double Sculls""]",5/10/1995,National: Gary Roberts (NZL)
1927019,MURRAY Tom,M,NZL,"[""Men's Four""]",5/4/1994,National: Mike Rodger (NZL) Malcolm McIntyre (NZL)
1927020,ULLRICH Logan,M,NZL,"[""Men's Four""]",20/8/2000,National: Mike Rodger (NZL) Malcolm McIntyre (NZL)
1927024,SPOORS Lucy,F,NZL,"[""Women's Double Sculls""]",24/12/1990,National: James Coote (NZL)
1927027,TWIGG Emma,F,NZL,"[""Women's Single Sculls""]",1/3/1987,National: Mike Rodger (NZL)
1927028,FRANCIS Brooke,F,NZL,"[""Women's Double Sculls""]",6/1/1995,National: James Coote (NZL)
1927029,HAINES Kate,F,NZL,"[""Women's Pair""]",24/9/1999,Personal: Matt Cameron (NZL)
1927087,BOONSON Puripol,M,THA,"[""Men's 100m""]",13/1/2006,
1927111,CHOI Injeong,F,KOR,"[""Women's ï¿½ï¿½ï¿½ï¿""]",21/5/1990,
1927113,CHOI Sebin,F,KOR,"[""Women's Sabre Individual"" ""Women's Sabre Team""]",11/8/2000,
1927115,DO Gyeongdong,M,KOR,"[""Men's Sabre Team""]",19/8/1999,
1927116,GU Bongil,M,KOR,"[""Men's Sabre Individual"" ""Men's Sabre Team""]",27/4/1989,National: Won Woo-Young (KOR)
1927118,HA Taegyu,M,KOR,"[""Men's Foil Individual""]",20/12/1989,Club: Lee Young-Rok (KOR)
1927122,JEON Eunhye,F,KOR,"[""Women's Sabre Team""]",1/8/1997,
1927123,JEON Hayoung,F,KOR,"[""Women's Sabre Individual"" ""Women's Sabre Team""]",18/8/2001,
1927128,KANG Young Mi,F,KOR,"[""Women's ï¿½ï¿½ï¿½ï¿½ï¿½ï¿"" ""Women's ï¿½ï¿½ï¿½ï¿""]",1/3/1985,National: Chang Tae-Suk (KOR).<br>Club: Park Kwang-Hyun (KOR)
1927133,KIM Jaewon,M,KOR,"[""Men's ï¿½ï¿½ï¿½ï¿½ï¿½ï¿""]",4/2/1998,
1927140,LEE Hyein,F,KOR,"[""Women's ï¿½ï¿½ï¿½ï¿½ï¿½ï¿"" ""Women's ï¿½ï¿½ï¿½ï¿""]",16/1/1995,National: Chang Tae-Suk (KOR)
1927149,OH Sanguk,M,KOR,"[""Men's Sabre Individual"" ""Men's Sabre Team""]",30/9/1996,National: Won Woo-Young (KOR)
1927151,PARK Sangwon,M,KOR,"[""Men's Sabre Individual"" ""Men's Sabre Team""]",14/9/2000,National: Won Woo-Young (KOR)
1927156,SONG Sera,F,KOR,"[""Women's ï¿½ï¿½ï¿½ï¿½ï¿½ï¿"" ""Women's ï¿½ï¿½ï¿½ï¿""]",6/9/1993,National: Chang Tae-Suk (KOR)
1927158,YOON Jisu,F,KOR,"[""Women's Sabre Individual"" ""Women's Sabre Team""]",24/1/1993,Club: Jeon Hee-Sook (KOR)
1927177,INSAENG Subenrat,F,THA,"[""Women's Discus Throw""]",10/2/1994,
1927179,CHEN Keyi,F,CHN,['Women'],23/7/1995,National: Lu Zhuan (CHN)
1927180,DOU Xinrong,F,CHN,['Women'],27/5/2001,National: Lu Zhuan (CHN)
1927181,GU Yaoyao,F,CHN,['Women'],22/11/1995,National: Lu Zhuan (CHN)
1927182,HU Yu,F,CHN,['Women'],9/4/1999,National: Lu Zhuan (CHN)
1927184,LIU Xiaoqian,F,CHN,['Women'],16/2/1996,National: Lu Zhuan (CHN)
1927185,MA Xiaodan,F,CHN,['Women'],20/5/1998,National: Lu Zhuan (CHN)
1927186,RUAN Hongting,F,CHN,['Women'],6/10/1995,National: Lu Zhuan (CHN)
1927187,SU Qi,F,CHN,['Women'],7/1/2000,National: Lu Zhuan (CHN)
1927188,SUN Yue,F,CHN,['Women'],31/12/1999,National: Lu Zhuan (CHN)
1927191,WANG Xiao,F,CHN,['Women'],12/10/1998,National: Lu Zhuan (CHN)
1927195,YANG Feifei,F,CHN,['Women'],5/10/1997,National: Lu Zhuan (CHN)
1927198,ZHOU Yan,F,CHN,['Women'],5/6/1998,National: Lu Zhuan (CHN)
1927205,YAN Meiling,F,CHN,['Women'],14/1/1997,National: Lu Zhuan (CHN)
1927209,SRISA - ARD Jenjira,F,THA,"[""Women's 50m Freestyle""]",16/4/1995,
1927211,WANG Wanyu,F,CHN,['Women'],14/2/1997,National: Lu Zhuan (CHN)
1927227,KAEWSRIYONG Dulyawat,M,THA,"[""Men's 100m Freestyle""]",13/8/2002,Club: Xavier Idoux (FRA)
1927245,CHEN Xiao,F,CHN,['Women'],11/3/1999,National: Juan Jane (ESP)
1927246,DENG Zewen,F,CHN,['Women'],6/2/1997,National: Juan Janï¿½ï¿½ï¿
1927247,DONG Wenxin,F,CHN,['Women'],12/3/2001,National: Juan Janï¿½ï¿½ï¿
1927250,LU Yiwen,F,CHN,['Women'],16/5/1996,National: Juan Janï¿½ï¿½ï¿
1927251,NONG Sanfeng,F,CHN,['Women'],11/2/1998,Club: Lin Jun (CHN).<br>National: Juan Janï¿½ï¿½ï¿
1927254,SHEN Yineng,F,CHN,['Women'],18/1/1995,National: Juan Janï¿½ï¿½ï¿
1927256,WANG Huan,F,CHN,['Women'],8/10/1997,National: Juan Jane (ESP)
1927258,WANG Xuan,F,CHN,['Women'],11/12/2002,Club: Wu Zhiyu (CHN).<br>National: Juan Jane (ESP)
1927260,XIONG Dunhan,F,CHN,['Women'],11/11/1998,National: Juan Jane (ESP)
1927261,YAN Siya,F,CHN,['Women'],11/5/2002,National: Juan Jane (ESP)
1927262,YAN Jing,F,CHN,['Women'],31/3/1997,Club: Wu Zhiyu (CHN).<br>National: Juan Jane (ESP)
1927265,ZHANG Jing,F,CHN,['Women'],16/6/1996,National: Juan Jane (ESP)
1927266,ZHONG Qiyun,F,CHN,['Women'],28/3/2004,National: Juan Jane (ESP)
1927298,PANARIN Dmitriy,M,KAZ,"[""Men's Singles""]",8/1/2000,
1927300,QUAN Xin,M,CHN,"[""Men's Kayak Single"" ""Men's Kayak Cross""]",24/11/1996,
1927315,HUANG Juan,F,CHN,"[""Women's Canoe Single""]",14/8/2002,Club: Liu Haiqing (CHN)
1927323,LI Shiting,F,CHN,"[""Women's Kayak Single"" ""Women's Kayak Cross""]",25/11/2005,
1927381,LIN Wenjun,F,CHN,"[""Women's Canoe Single 200m""]",3/6/1997,
1927382,XU Shixiao,F,CHN,"[""Women's Canoe Double 500m""]",16/2/1992,
1927383,SUN Mengya,F,CHN,"[""Women's Canoe Double 500m""]",3/5/2001,
